circulating_supply,id,last_updated,market_cap,max_supply,name,percent_change_1h,percent_change_24h,percent_change_7d,price,rank,symbol,total_supply,volume_24h,website_slug
17138575.0,1,1531081965.0,116677533357.0,21000000.0,Bitcoin,0.21,2.95,7.11,6807.89,1,BTC,17138575.0,3584920000.0,bitcoin
31112958.0,10,1531081944.0,178664.0,,Freicoin,0.12,,23.23,0.00574242,1196,FRC,100000000.0,159.831,freicoin
,101,1531081944.0,,,KlondikeCoin,0.12,21.02,3.57,0.0110795,1562,KDC,,26.9692,klondikecoin
74107896.0,103,1531081943.0,85111.0,,RedCoin,0.12,-7.57,-4.44,0.00114848,1264,RED,74107896.0,97.6741,redcoin
10497542822.0,109,1531081944.0,414120716.0,21000000000.0,DigiByte,0.71,17.84,56.29,0.0394493,35,DGB,10497542822.0,17366000.0,digibyte
24732507.0,113,1531081944.0,240612.0,,SmartCoin,-3.12,-6.44,7.07,0.00972857,1166,SMC,24732507.0,205.14,smartcoin
75829008.0,114,1531081943.0,1690539.0,,TeslaCoin,0.12,22.19,9.04,0.0222941,1028,TES,75829008.0,190.42,teslacoin
2330769841.0,117,1531081943.0,944771.0,,NobleCoin,0.12,3.31,-16.6,0.000405347,1053,NOBL,2330769841.0,130.431,noblecoin
28808713174.0,118,1531081943.0,142071321.0,,ReddCoin,-0.21,6.58,2.61,0.00493154,73,RDD,28808713174.0,2263570.0,reddcoin
322805606.0,120,1531081945.0,328048.0,337000000.0,Nyancoin,0.12,-2.87,0.94,0.00101624,1143,NYAN,322805606.0,16.4058,nyancoin
47776744.0,121,1531081942.0,213028.0,,UltraCoin,0.12,-3.97,22.68,0.00445882,1179,UTC,47776744.0,115.271,ultracoin
220239081.0,122,1531081942.0,12508192.0,420000000.0,PotCoin,0.38,5.92,8.9,0.0567937,402,POT,220239081.0,11615.0,potcoin
18695243.0,125,1531081942.0,243575.0,,Blakecoin,0.12,1.99,4.89,0.0130287,1164,BLC,18695243.0,143.77,blakecoin
61445805.0,128,1531081945.0,4254698.0,,MaxCoin,-2.22,3.9,-4.27,0.0692431,625,MAX,61445805.0,2952.8,maxcoin
248962683.0,129,1531081945.0,454123.0,,QubitCoin,-3.45,-0.38,2.85,0.00182406,1106,Q2C,248962683.0,61.683,qubitcoin
21006032.0,13,1531081942.0,2305118.0,,Ixcoin,-0.3,-2.12,5.03,0.109736,746,IXC,21006032.0,2227.34,ixcoin
22877680.0,130,1531081943.0,1321461.0,,HunterCoin,0.12,11.74,22.99,0.057762,810,HUC,22877680.0,5655.3,huntercoin
8183542.0,131,1531081942.0,2014517874.0,18900000.0,Dash,1.06,3.46,5.16,246.167,14,DASH,8183542.0,151863000.0,dash
2616192.0,132,1531081943.0,21104589.0,,Counterparty,1.68,4.5,8.4,8.06691,291,XCP,2616192.0,104404.0,counterparty
4195132.0,134,1531081942.0,56966.0,10000000.0,CacheCoin,0.12,0.1,-10.67,0.0135791,1289,CACH,4195132.0,118.743,cachecoin
,135,1531081945.0,,,TopCoin,0.12,,6.19,0.000878253,1561,TOP,41643721.0,28.1812,topcoin
29799481.0,138,1531081942.0,157029.0,,iCoin,0.12,3.31,29.99,0.00526952,1210,ICN,29799481.0,69.2334,icoin
37920.0,14,1531081942.0,414939.0,,BitBar,-6.81,3.31,5.11,10.9425,1118,BTB,37920.0,226.508,bitbar
24947260808.0,141,1531081943.0,5054165.0,,Mintcoin,0.11,46.97,24.15,0.000202594,584,MINT,24947260808.0,805.723,mintcoin
232432480.0,142,1531081942.0,314053.0,,Aricoin,0.12,3.31,1.58,0.00135116,1147,ARI,232432480.0,50.8478,aricoin
116845228.0,145,1531081945.0,2212605.0,,DopeCoin,1.65,0.48,10.83,0.0189362,751,DOPE,116845228.0,2001.79,dopecoin
8658139.0,148,1531081942.0,3803728.0,,Auroracoin,1.53,1.39,13.33,0.439324,651,AUR,8658139.0,2094.89,auroracoin
,150,1531081942.0,,,Animecoin,0.12,-1.17,-10.28,0.00695847,1512,ANI,,1841.03,animecoin
134702424.0,151,1531081942.0,2952529.0,,Pesetacoin,-2.62,-0.33,6.42,0.0219189,691,PTC,134702424.0,876.072,pesetacoin
28279074.0,154,1531081945.0,219705.0,,Marscoin,-0.02,-0.17,-5.15,0.00776916,1173,MARS,28279074.0,106.284,marscoin
47675905.0,159,1531081942.0,434898.0,,Cashcoin,0.12,16.24,-1.2,0.00912197,920,CASH,47675905.0,47969.2,cashcoin
119606941.0,16,1531081942.0,864603.0,,WorldCoin,0.12,1.41,20.7,0.0072287,1061,WDC,119606941.0,19.3856,worldcoin
43804925.0,160,1531081942.0,2370455.0,,Riecoin,0.12,3.81,9.39,0.0541139,740,RIC,43804925.0,3038.71,riecoin
32514916898.0,161,1531081942.0,4819784.0,,Pandacoin,-0.71,-0.49,-6.92,0.000148233,599,PND,32514916898.0,3716.35,pandacoin-pnd
1055345280.0,164,1531081943.0,641672.0,,MAZA,0.12,3.31,-1.91,0.000608021,889,MAZA,1371778720.0,714.376,mazacoin
3639021887.0,168,1531081942.0,1475067.0,4000000000.0,Uniform Fiscal Object,0.12,-5.11,-8.58,0.000405347,1031,UFO,3639021887.0,273.154,uniform-fiscal-object
76946008.0,170,1531081942.0,10086160.0,,BlackCoin,1.83,4.21,4.01,0.131081,446,BLK,76946008.0,352539.0,blackcoin
939583.0,174,1531081942.0,222992.0,,LiteBar,0.12,11.92,20.69,0.237331,1171,LTB,939583.0,364.209,litebar
23679332146.0,175,1531081943.0,942875.0,,Photon,2.14,1.29,-3.04,3.98185e-05,857,PHO,23679332146.0,733.843,photon
29532778.0,18,1531081942.0,1113235.0,48166000.0,Digitalcoin,-1.29,-1.33,-9.14,0.0376949,1043,DGC,29532778.0,326.444,digitalcoin
36971209401.0,181,1531081944.0,2231305.0,,Zeitcoin,0.25,-11.0,5.88,6.03525e-05,750,ZEIT,36971209401.0,533.151,zeitcoin
1587811750.0,182,1531081943.0,6127429.0,,Myriad,-0.28,1.93,4.87,0.00385904,548,XMY,1587811750.0,6901.95,myriad
135043262.0,184,1531081942.0,11592384.0,,DNotes,-1.91,-2.14,,0.085842,415,NOTE,155043262.0,26310.9,dnotes
13389545.0,199,1531081943.0,371778.0,,Skeincoin,1.36,-0.33,0.69,0.0277663,1130,SKC,16477654.0,182.7,skeincoin
57318171.0,2,1531081941.0,4823048958.0,84000000.0,Litecoin,-0.4,3.83,5.51,84.1452,6,LTC,57318171.0,250248000.0,litecoin
217224101.0,201,1531081943.0,29179931.0,,Einsteinium,0.36,1.95,9.23,0.134331,245,EMC2,217224101.0,855156.0,einsteinium
17458125.0,205,1531081944.0,358548.0,,Bitcoin Scrypt,0.34,3.04,-0.89,0.0205376,1132,BTCS,17458125.0,202.449,bitcoin-scrypt
105334450.0,206,1531081943.0,149440.0,,Coin(O),0.12,14.18,3.28,0.00141872,1214,CNO,105334450.0,48.8871,coin
25000000000.0,212,1531081942.0,13524025.0,25000000000.0,ECC,-9.27,-16.4,-15.81,0.000540961,384,ECC,25000000000.0,10250.4,eccoin
60715125.0,213,1531081946.0,140827518.0,,MonaCoin,0.01,1.23,12.05,2.31948,75,MONA,60715125.0,482832.0,monacoin
25816750.0,215,1531081943.0,7713400.0,,Rubycoin,0.22,-1.91,7.66,0.298775,498,RBY,25816750.0,1734.74,rubycoin
41131176.0,25,1531081942.0,2913617.0,72245700.0,GoldCoin,0.18,8.91,-4.1,0.0708372,694,GLD,41131176.0,11304.9,goldcoin
14736400.0,3,1531081941.0,21086904.0,,Namecoin,1.19,3.28,9.9,1.43094,292,NMC,14736400.0,29499.2,namecoin
9796651.0,31,1531081943.0,1182142.0,,Argentum,-1.54,0.03,-9.45,0.120668,831,ARG,9796651.0,3131.13,argentum
156913424.0,32,1531081945.0,392227.0,165888000.0,Fastcoin,0.12,12.42,-1.07,0.00249964,1123,FST,156913424.0,78.8583,fastcoin
61178.0,34,1531081949.0,297576.0,,Bitgem,0.12,3.31,7.55,4.8641,936,BTG,61178.0,773.354,bitgem
67697800.0,35,1531081944.0,411617.0,,Phoenixcoin,0.12,-1.09,0.46,0.00608021,1119,PXC,67697800.0,367.946,phoenixcoin
37219456.0,37,1531081942.0,896922.0,42000000.0,Megacoin,0.12,4.99,2.01,0.0240982,1057,MEC,37219456.0,109.265,megacoin
22935396.0,4,1531081942.0,2387781.0,42000000.0,Terracoin,0.13,-5.97,-7.5,0.104109,739,TRC,22935396.0,4455.43,terracoin
,41,1531081942.0,,,Infinitecoin,1.61,4.12,12.54,3.8508e-05,1488,IFC,90596274910.0,11254.2,infinitecoin
24189702.0,42,1531081943.0,30872833.0,,Primecoin,-1.57,2.6,4.65,1.27628,228,XPM,24189702.0,442430.0,primecoin
2110317.0,43,1531081942.0,1925675.0,,Anoncoin,0.12,-37.02,-33.05,0.912505,769,ANC,2110317.0,749.72,anoncoin
35973085511.0,45,1531081942.0,17072215.0,,CasinoCoin,-7.17,3.25,5.53,0.000474583,336,CSC,39999999905.0,1997.54,casinocoin
1016742.0,49,1531081944.0,1570094.0,,Bullion,0.12,-0.19,3.59,1.54424,794,CBX,1016742.0,1257.53,bullion
24844167.0,5,1531081942.0,36816074.0,,Peercoin,0.5,-1.37,10.32,1.48188,203,PPC,24844167.0,406732.0,peercoin
19117129.0,50,1531081944.0,157565.0,,Emerald Crypto,0.12,4.81,,0.00824207,1209,EMD,19117129.0,31.6557,emerald
65171010.0,51,1531081941.0,167307.0,,GlobalCoin,0.12,6.02,35.1,0.0025672,1204,GLC,65171010.0,50.1928,globalcoin
39262444717.0,52,1531081942.0,19040479615.0,100000000000.0,XRP,0.33,2.96,5.9,0.484954,3,XRP,99991916481.0,236819000.0,ripple
255659103.0,53,1531081941.0,1397699.0,,Quark,0.12,-9.55,-32.68,0.00546704,1036,QRK,255659103.0,453.196,quark
168308159.0,56,1531081942.0,749562.0,,Zetacoin,10.37,11.18,6.06,0.00445351,872,ZET,168308159.0,100336.0,zetacoin
8795706.0,57,1531081944.0,118249.0,,SecureCoin,0.12,2.28,-25.56,0.013444,1239,SRC,8795706.0,73.2362,securecoin
127459470.0,58,1531081944.0,1868390.0,,Sexcoin,-1.97,10.49,48.89,0.0146587,775,SXC,127459470.0,3903.67,sexcoin
2119555.0,6,1531081942.0,5990308.0,,Novacoin,0.91,6.18,6.42,2.82621,556,NVC,2119555.0,8596.69,novacoin
6433866.0,61,1531081942.0,349031.0,,TagCoin,0.12,3.31,8.36,0.054249,1133,TAG,6433866.0,9.93899,tagcoin
20992148.0,63,1531081943.0,1205457.0,,I0Coin,0.12,-19.0,-63.93,0.0574242,829,I0C,20992148.0,2684.85,i0coin
144842216.0,64,1531081943.0,6716913.0,160000000.0,FlorinCoin,0.22,-2.89,3.13,0.046374,526,FLO,144842216.0,17597.8,florincoin
998999942.0,66,1531081943.0,96686012.0,1000000000.0,Nxt,-0.18,0.6,2.02,0.0967828,101,NXT,998999942.0,3071760.0,nxt
198903.0,67,1531081942.0,31247611.0,,Unobtanium,1.78,2.55,-3.11,157.1,226,UNO,198903.0,2301.29,unobtanium
36218183.0,68,1531081942.0,335554.0,,Joulecoin,0.08,4.19,-9.99,0.00926478,1141,XJO,36218183.0,171.648,joulecoin
32150223.0,69,1531081943.0,186792.0,,Datacoin,1.3,3.31,21.1,0.00580998,1192,DTC,32150223.0,140.954,datacoin
,70,1531081945.0,,,BetaCoin,0.12,-6.08,-28.89,0.00135116,1577,BET,,9.07053,betacoin
,71,1531081943.0,,1420609614.0,GrandCoin,-24.91,3.31,-18.45,0.000202674,1521,GDC,,849.006,grandcoin
39822146.0,72,1531081943.0,551688.0,,Deutsche eMark,-0.27,4.27,-1.57,0.0138538,905,DEM,46804122.0,621.15,deutsche-emark
115198209418.0,74,1531081943.0,305915757.0,,Dogecoin,-0.02,3.64,6.93,0.00265556,44,DOGE,115198209418.0,5176380.0,dogecoin
787126712.0,75,1531081944.0,584943.0,,NetCoin,0.12,,17.33,0.000743137,1085,NET,787126712.0,167.17,netcoin
6014340.0,76,1531081943.0,213316.0,,Philosopher Stones,0.12,1.76,6.06,0.0354679,1178,PHS,6014340.0,49.6551,philosopher-stones
2852782.0,77,1531081944.0,9945453.0,4380000.0,Diamond,0.46,5.46,1.99,3.48623,448,DMD,2852782.0,9083.86,diamond
64151405.0,78,1531081942.0,463731.0,120000000.0,HoboNickels,0.12,7.12,-4.09,0.0072287,1103,HBN,64151405.0,51.994,hobonickels
43536800.0,79,1531081942.0,232359.0,,Tigercoin,0.12,3.26,13.57,0.00533708,1168,TGC,43536800.0,3.33149,tigercoin
206136200.0,8,1531081943.0,19508730.0,336000000.0,Feathercoin,0.47,1.3,16.17,0.09464,307,FTC,206136200.0,60513.6,feathercoin
3220616.0,80,1531081943.0,848771.0,,Orbitcoin,0.12,3.53,9.19,0.263543,1062,ORB,3220616.0,51.0362,orbitcoin
561211.0,83,1531081942.0,7877331.0,,Omni,-1.87,-3.24,-16.19,14.0363,491,OMNI,617527.0,30457.1,omni
6553850.0,84,1531081942.0,100950.0,,Catcoin,0.12,-3.39,-2.03,0.0154032,969,CAT,6553850.0,615.909,catcoin
212269865434.0,87,1531081942.0,2630979.0,,FedoraCoin,0.29,0.34,-7.7,1.23945e-05,724,TIPS,482759907611.0,10588.1,fedoracoin
947302.0,88,1531081942.0,126203.0,,RonPaulCoin,0.17,3.69,-7.34,0.133224,1231,RPC,947302.0,60.5184,ronpaulcoin
224418710182.0,89,1531081942.0,9402471.0,,Mooncoin,-1.5,-1.39,-13.59,4.1897e-05,461,MOON,224418710182.0,1202.75,mooncoin
4626825.0,9,1531081943.0,67517.0,,Mincoin,0.12,9.95,-39.12,0.0145925,1277,MNC,4626825.0,97.6711,mincoin
539096740560.0,90,1531081942.0,14239540.0,,Dimecoin,-1.42,121.96,44.11,2.64137e-05,378,DIME,539096740560.0,3953.45,dimecoin
42.0,93,1531081942.0,1039587.0,,42-coin,0.18,1.54,-3.94,24752.1,1047,42,42.0,283.436,42-coin
44996000.0,99,1531081944.0,46360279.0,84000000.0,Vertcoin,-1.81,1.88,18.54,1.03032,169,VTC,44996000.0,503487.0,vertcoin
36877452.0,217,1531081943.0,2935453.0,,Bela,6.03,-9.76,96.82,0.0796002,692,BELA,43100827.0,3703.26,belacoin
436450711.0,218,1531081943.0,501255.0,,FlutterCoin,0.12,3.31,-3.15,0.00114848,1098,FLT,436450711.0,11.4848,fluttercoin
54904394.0,221,1531081943.0,175914.0,,OctoCoin,0.12,2.4,29.03,0.00320401,1199,888,54904394.0,52.1458,octocoin
53193831.0,224,1531081882.0,30546239.0,,FairCoin,13.32,11.14,37.2,0.574244,230,FAIR,53193831.0,644.787,faircoin
44361428.0,233,1531081945.0,6942563.0,,SolarCoin,0.16,-2.89,-53.15,0.1565,517,SLR,98034467774.0,21751.5,solarcoin
16909589.0,234,1531081945.0,1477387.0,21000000.0,e-Gulden,2.46,6.78,14.22,0.0873698,800,EFL,20753511.0,1181.93,e-gulden
400483600.0,254,1531081942.0,25333551.0,,Gulden,-0.12,1.54,-10.4,0.0632574,260,NLG,471983600.0,91222.0,gulden
78492445.0,257,1531081943.0,84845.0,218500000.0,Polcoin,0.12,1.72,-4.43,0.00108093,1265,PLC,78492445.0,49.9933,polcoin
70415499.0,258,1531081943.0,46517394.0,105000000.0,Groestlcoin,-0.79,0.96,5.64,0.660613,170,GRS,70415499.0,1312280.0,groestlcoin
63993275.0,260,1531081943.0,596038.0,,PetroDollar,0.12,13.77,20.38,0.00931407,899,XPD,63993275.0,3587.6,petrodollar
17089600.0,263,1531081945.0,26554.0,38540000.0,PLNcoin,0.12,2.56,63.55,0.00155383,1333,PLNC,19089600.0,10.716,plncoin
249231419.0,268,1531081948.0,28593324.0,,WhiteCoin,-0.67,0.33,7.57,0.114726,249,XWC,249231419.0,75270.9,whitecoin
1671229360.0,269,1531081943.0,3951672.0,,AsiaCoin,6.19,-10.48,-6.67,0.00236453,641,AC,1671229360.0,647.828,asiacoin
3820645967.0,275,1531081943.0,519081.0,4999999999.0,PopularCoin,0.12,-30.75,-32.26,0.000135862,1093,POP,3820645967.0,467.882,popularcoin
19483656.0,276,1531077203.0,405808.0,,Bitstar,,3.19,40.05,0.0208281,1122,BITS,19483656.0,,bitstar
15588776.0,278,1531081943.0,84252.0,42000000.0,Quebecoin,0.12,3.31,0.94,0.00540463,1266,QBC,36375376.0,3.1253,quebecoin
4701859.0,279,1531081943.0,208377.0,,CannaCoin,0.12,4.26,0.82,0.044318,1181,CCN,4701859.0,283.242,cannacoin
,287,1531081944.0,,,Slothcoin,-0.02,11.85,7.93,3.3993e-06,1520,SLOTH,,925.315,slothcoin
574683675.0,290,1531081944.0,1708276.0,,BlueCoin,0.12,-5.71,24.42,0.00297255,1026,BLU,574683675.0,47.4491,bluecoin
452552412.0,291,1531081943.0,163072736.0,,MaidSafeCoin,0.01,5.84,10.67,0.36034,67,MAID,452552412.0,2546760.0,maidsafecoin
111577.0,293,1531081943.0,3257791.0,1000000.0,Bitcoin Plus,3.9,12.91,13.74,29.1978,677,XBC,111577.0,1678.22,bitcoin-plus
65290635.0,295,1531081943.0,383748.0,,BTCtalkcoin,0.12,3.31,-4.76,0.00587754,1127,TALK,65290635.0,58.7752,btctalkcoin
134024588760.0,298,1531081944.0,8029024.0,,NewYorkCoin,-4.55,2.83,32.07,5.99071e-05,488,NYC,134024588760.0,5576.25,newyorkcoin
97415544.0,304,1531081944.0,931691.0,,Canada eCoin,0.04,2.31,10.73,0.00956409,1054,CDN,97415544.0,71.9262,canada-ecoin
219664828.0,312,1531081944.0,341322.0,500000000.0,Guncoin,0.12,-0.07,-4.36,0.00155383,1137,GUN,219664828.0,178.65,guncoin
381906699.0,313,1531081943.0,4689165.0,,PinkCoin,0.13,-9.99,-7.86,0.0122783,602,PINK,392906699.0,32329.9,pinkcoin
2482709.0,316,1531081943.0,47802.0,,Dreamcoin,0.12,3.67,87.65,0.019254,1301,DRM,2482709.0,44.4909,dreamcoin
,317,1531081943.0,,,CoffeeCoin,0.12,10.19,,0.00108093,1520,CFC,,945.398,coffeecoin
122021199.0,322,1531081945.0,4888389.0,,Energycoin,-0.02,3.39,33.84,0.0400618,595,ENRG,122021199.0,8392.01,energycoin
31055632.0,323,1531081943.0,9633147.0,,VeriCoin,0.17,6.3,66.79,0.31019,456,VRC,31055632.0,164841.0,vericoin
1414054562.0,325,1531081944.0,191061.0,,TEKcoin,0.12,3.13,-13.71,0.000135116,1190,TEK,1414054562.0,20.2705,tekcoin
16206526.0,328,1531081943.0,2249206558.0,,Monero,0.18,5.33,7.66,138.784,13,XMR,16206526.0,27340400.0,monero
1612257.0,331,1531081944.0,221980.0,4000000.0,Litecoin Plus,0.35,1.96,8.26,0.137683,1172,LCP,1612257.0,476.253,litecoin-plus
23882310.0,333,1531081946.0,4020730.0,,Curecoin,1.84,-4.4,1.28,0.168356,639,CURE,23882310.0,5170.34,curecoin
2278150.0,334,1531081943.0,766153.0,,UnbreakableCoin,-0.23,4.37,14.79,0.336305,871,UNB,2278150.0,7873.27,unbreakablecoin
,337,1531081943.0,,,CryptCoin,0.12,,-1.1,0.073503,1576,CRYPT,6070409.0,9.41493,cryptcoin
49148213.0,341,1531081944.0,262884.0,,SuperCoin,0.12,28.7,-5.94,0.0053488,1158,SUPER,49148213.0,44.6063,supercoin
11855487.0,350,1531070405.0,90357.0,,BoostCoin,,3.14,,0.00762153,1260,BOST,11855487.0,,boostcoin
,353,1531081943.0,,,Hyper,0.12,3.31,-26.74,0.00918788,1579,HYPER,,7.31754,hyper
10408621.0,356,1531081943.0,60474.0,,BitQuark,0.12,-5.81,-5.43,0.00580998,1286,BTQ,10408621.0,36.2235,bitquark
19642673.0,360,1531081943.0,990376.0,,Motocoin,17.29,42.56,110.71,0.0504196,1051,MOTO,32173303.0,316.23,motocoin
5159825.0,362,1531081942.0,23026595.0,,CloakCoin,0.5,3.91,11.21,4.46267,276,CLOAK,5159825.0,513963.0,cloakcoin
19744150.0,366,1531081943.0,5561907.0,,BitSend,0.41,4.74,7.53,0.281699,572,BSD,19744150.0,12668.2,bitsend
78245975.0,367,1531081946.0,148012.0,,Coin2.1,0.12,,-2.87,0.00189162,1215,C2,133273764.0,1.265e-07,coin2-1
7272036.0,370,1531081945.0,786056.0,,Fantomcoin,-4.83,-0.32,-22.01,0.108093,866,FCN,7272036.0,1748.9,fantomcoin
183890481254.0,372,1531081944.0,590509113.0,184470000000.0,Bytecoin,0.5,7.53,10.28,0.0032112,27,BCN,183890481254.0,5586090.0,bytecoin-bcn
792537250.0,374,1531081945.0,3107816.0,,ArtByte,0.15,3.19,8.1,0.00392135,683,ABY,792537250.0,2805.92,artbyte
63046852.0,377,1531081945.0,30054497.0,,NavCoin,0.57,9.85,-1.91,0.476701,232,NAV,63046852.0,1825470.0,nav-coin
39509300.0,382,1531081943.0,125451.0,65000000.0,Granite,0.12,6.32,-18.91,0.00317522,1232,GRN,40159300.0,13.4952,granitecoin
,385,1531081943.0,,,Donationcoin,-8.98,2.17,-3.52,0.000675579,1545,DON,,95.7542,donationcoin
490492348.0,386,1531081943.0,364503.0,,Piggycoin,0.12,-10.01,0.61,0.000743137,1131,PIGGY,490492348.0,20.7458,piggycoin
45079785.0,389,1531081943.0,426370.0,,Startcoin,3.21,7.7,7.05,0.00945811,1115,START,70782220.0,286.386,startcoin
2022465.0,400,1531081943.0,3161436.0,12000000.0,Kore,-2.93,0.45,-1.04,1.56316,680,KORE,2022465.0,5570.93,korecoin
6906847847.0,405,1531081946.0,42236963.0,8589869056.0,DigitalNote,-0.41,2.44,7.12,0.00611523,188,XDN,6906847847.0,1679050.0,digitalnote
11757186.0,406,1531081946.0,10921497.0,18450000.0,Boolberry,0.12,2.64,-4.33,0.928921,427,BBR,11757186.0,6056.72,boolberry
,411,1531081943.0,,,SHACoin,0.12,3.31,63.42,0.000810695,1547,SHA,,89.2252,shacoin
608557394.0,415,1531081944.0,206633.0,,BlazeCoin,-16.08,-13.41,-10.26,0.000339545,1182,BLZ,608557394.0,122.205,blazecoin
230478760.0,416,1531081943.0,12581098.0,,HempCoin,-0.04,2.14,0.22,0.0545868,399,THC,230478760.0,19710.5,hempcoin
21268092.0,426,1531081943.0,418118.0,,BritCoin,0.12,3.31,7.4,0.0196594,1117,BRIT,21268092.0,11.8513,britcoin
29231476.0,448,1531081943.0,5636413.0,,Stealth,0.12,1.42,9.14,0.19282,570,XST,29231476.0,1381.97,stealth
32086595.0,450,1531081943.0,1116366.0,,TrustPlus,0.12,0.55,10.69,0.0347923,838,TRUST,32086595.0,1150.11,trustplus
3118802.0,460,1531081945.0,8993376.0,,Clams,-0.09,5.1,11.86,2.8836,472,CLAM,16780428.0,6211.99,clams
7718883.0,461,1531081945.0,108988.0,,Quatloo,0.12,1.63,-9.01,0.0141196,1243,QTL,7718883.0,18.3768,quatloo
2639270000.0,463,1531081945.0,485942392.0,3600570502.0,BitShares,0.2,9.06,32.85,0.18412,33,BTS,2639270000.0,8426290.0,bitshares
1288862.0,467,1531081943.0,67007301.0,,BitcoinDark,0.24,4.72,1.66,51.9895,132,BTCD,1288862.0,771.27,bitcoindark
196658647.0,468,1531081943.0,385290.0,,Truckcoin,-3.21,6.05,-0.14,0.00195918,1126,TRK,196658647.0,365.173,truckcoin
23063575.0,470,1531081943.0,26089516.0,23176392.0,Viacoin,0.2,3.22,3.94,1.1312,254,VIA,23063575.0,332196.0,viacoin
114974.0,477,1531076303.0,344744.0,,Triangles,,3.17,20.17,2.99846,1134,TRI,114974.0,,triangles
16819915.0,495,1531081944.0,8689421.0,,I/O Coin,-1.44,-1.0,0.35,0.516615,479,IOC,16819915.0,5171.13,iocoin
424082336.0,501,1531081943.0,544352.0,,Cryptonite,0.12,-1.86,-1.1,0.0012836,1090,XCN,424082336.0,443.483,cryptonite
15392021240.0,502,1531081943.0,2029807.0,,Carboncoin,0.5,2.38,18.63,0.000131874,1019,CARBON,15392021240.0,46.0576,carboncoin
77231176.0,506,1531081943.0,1619646.0,,CannabisCoin,0.66,-5.17,-1.11,0.0209714,788,CANN,91859176.0,6068.78,cannabiscoin
18765455992.0,512,1531081944.0,4032977974.0,,Stellar,0.56,6.31,8.73,0.214915,7,XLM,104085355272.0,40680400.0,stellar
49898202.0,513,1531081945.0,192506.0,,Titcoin,0.13,12.67,17.66,0.00385798,1189,TIT,49898202.0,168.977,titcoin
5201310113.0,520,1531081944.0,105783.0,21000000000.0,Virtacoin,-0.01,10.03,113.11,2.03377e-05,1248,VTA,12666916683.0,61.9694,virtacoin
1270665488.0,525,1531081944.0,1891741.0,,HyperStake,-4.15,-1.12,-1.57,0.00148878,773,HYP,1270665488.0,1052.72,hyperstake
3137656.0,536,1531081944.0,174454.0,,Joincoin,0.12,1.58,17.57,0.0556002,1201,J,3137656.0,19.4332,joincoin
536530034.0,541,1531081946.0,90926818.0,888000000.0,Syscoin,0.57,1.94,-1.17,0.169472,107,SYS,536530034.0,2878870.0,syscoin
9049343.0,543,1531081951.0,1764685.0,,Bitmark,43.19,39.7,13.2,0.195007,799,BTM,9049343.0,6067.56,bitmark
6060383.0,545,1531081945.0,380358.0,,Halcyon,0.07,3.31,-2.41,0.0627613,1128,HAL,6060383.0,35.2058,halcyon
,549,1531081945.0,,,Storjcoin X,-0.0,-0.01,-0.01,0.633626,1541,SJCX,500000000.0,117.538,storjcoin-x
3876843.0,551,1531081944.0,6833712.0,,NeosCoin,1.22,1.67,11.64,1.7627,520,NEOS,3876843.0,4872.46,neoscoin
41978971.0,558,1531081944.0,126854994.0,,Emercoin,0.17,1.85,5.8,3.02187,82,EMC,41978971.0,1251360.0,emercoin
,572,1531081945.0,,,RabbitCoin,0.13,30.2,68.3,6.09806e-05,1569,RBBT,130615575432.0,16.1159,rabbitcoin
1961473724.0,573,1531081945.0,29578239.0,2158812800.0,Burst,-0.49,1.08,4.36,0.0150796,236,BURST,1961473724.0,183396.0,burst
64355352.0,576,1531081944.0,36551073.0,84000000.0,GameCredits,0.49,-2.32,-8.57,0.567957,206,GAME,64355352.0,1167770.0,gamecredits
24532587.0,584,1531081944.0,1224797.0,,WeAreSatoshi,0.12,10.95,-1.02,0.0499253,826,WSX,24532587.0,774.379,wearesatoshi
41564165.0,588,1531081944.0,38629070.0,,Ubiq,-0.77,0.26,10.8,0.929384,197,UBQ,41564165.0,18232.3,ubiq
103036607564.0,594,1531081945.0,1190598.0,,BunnyCoin,-2.09,-42.72,-12.61,1.15551e-05,1040,BUN,103036607564.0,292.279,bunnycoin
15148351.0,597,1531081945.0,407274.0,,Opal,0.12,0.77,6.06,0.0268857,1121,OPAL,15148351.0,29.6198,opal
1220085.0,601,1531081946.0,107654.0,,Acoin,-5.82,-12.1,10.12,0.0882345,1245,ACOIN,1220085.0,107.04,acoin
619675199.0,606,1531081944.0,5041399.0,,FoldingCoin,0.72,2.24,6.43,0.00813555,588,FLDC,1000000000.0,16260.8,foldingcoin
11390700.0,623,1531081945.0,11764771.0,,bitUSD,0.39,-1.11,-8.69,1.03284,413,BITUSD,11390700.0,15310.3,bitusd
186927000.0,624,1531081945.0,29197624.0,,bitCNY,-0.03,-0.88,-6.68,0.156198,244,BITCNY,186927000.0,9573790.0,bitcny
52.0,625,1531047485.0,426726.0,,bitBTC,,8.05,30.54,8186.16,1114,BITBTC,52.0,,bitbtc
10255818.0,626,1531081943.0,2476565.0,,NuBits,0.25,4.29,9.01,0.241479,735,USNBT,70454406.0,50163.4,nubits
4241006.0,627,1531081944.0,236660.0,,Sterlingcoin,0.12,,26.4,0.0558028,1167,SLG,4241006.0,5.58028,sterlingcoin
8078037.0,629,1531081944.0,1036687.0,,Magi,0.13,7.25,5.25,0.128334,846,XMG,8078037.0,2288.93,magi
